price_bin_low,price_bin_high,bin_mid,volume_sum,csi,pct_of_total_volume
2506.6048,2514.5538,2510.5793,8544628817.4867,0.6863,0.3302
2514.5538,2522.5028,2518.5283,8841794347.1953,0.7102,0.3417
2522.5028,2530.4517,2526.4773,10541998015.7509,0.8468,0.4074
2530.4517,2538.4007,2534.4262,8538007888.7436,0.6858,0.3299
2538.4007,2546.3497,2542.3752,9344737420.6295,0.7506,0.3611
2546.3497,2554.2986,2550.3242,7777641128.6594,0.6247,0.3005
2554.2986,2562.2476,2558.2731,7277320081.6424,0.5845,0.2812
2562.2476,2570.1966,2566.2221,7660187353.1978,0.6153,0.296
2570.1966,2578.1455,2574.1711,9319550940.9536,0.7486,0.3601
2578.1455,2586.0945,2582.12,7424359497.6848,0.5963,0.2869
2586.0945,2594.0435,2590.069,9710134841.2423,0.7799,0.3752
2594.0435,2601.9924,2598.018,8833863796.0102,0.7096,0.3413
2601.9924,2609.9414,2605.9669,9202965299.0217,0.7392,0.3556
2609.9414,2617.8904,2613.9159,10623607623.6245,0.8533,0.4105
2617.8904,2625.8393,2621.8648,9466470016.4415,0.7604,0.3658
2625.8393,2633.7883,2629.8138,8308453335.0096,0.6674,0.321
2633.7883,2641.7373,2637.7628,9940820658.9356,0.7985,0.3841
2641.7373,2649.6862,2645.7118,7648017496.3443,0.6143,0.2955
2649.6862,2657.6352,2653.6607,8041741803.9661,0.6459,0.3107
2657.6352,2665.5842,2661.6097,7024007871.313,0.5642,0.2714
2665.5842,2673.5331,2669.5586,6739151389.3384,0.5413,0.2604
2673.5331,2681.4821,2677.5076,6273213897.4415,0.5039,0.2424
2681.4821,2689.4311,2685.4566,7407012819.1559,0.5949,0.2862
2689.4311,2697.38,2693.4056,7635488434.3982,0.6133,0.295
2697.38,2705.329,2701.3545,7668372137.5058,0.6159,0.2963
2705.329,2713.278,2709.3035,7635518183.8704,0.6133,0.295
2713.278,2721.2269,2717.2524,5838793571.7398,0.469,0.2256
2721.2269,2729.1759,2725.2014,6622341848.2245,0.5319,0.2559
2729.1759,2737.1249,2733.1504,6775255362.1249,0.5442,0.2618
2737.1249,2745.0738,2741.0994,6595023938.6295,0.5297,0.2548
2745.0738,2753.0228,2749.0483,4188958181.575,0.3365,0.1619
2753.0228,2760.9718,2756.9973,6223486832.889,0.4999,0.2405
2760.9718,2768.9207,2764.9462,6707873912.0372,0.5388,0.2592
2768.9207,2776.8697,2772.8952,6733943786.2101,0.5409,0.2602
2776.8697,2784.8187,2780.8442,6195783251.2188,0.4977,0.2394
2784.8187,2792.7676,2788.7932,4619970843.5526,0.3711,0.1785
2792.7676,2800.7166,2796.7421,3750529948.8881,0.3013,0.1449
2800.7166,2808.6656,2804.6911,5347206718.0251,0.4295,0.2066
2808.6656,2816.6145,2812.64,4822002583.4014,0.3873,0.1863
2816.6145,2824.5635,2820.589,4190693341.7049,0.3366,0.1619
2824.5635,2832.5125,2828.538,5615973143.3306,0.4511,0.217
2832.5125,2840.4614,2836.487,3597693826.4774,0.289,0.139
2840.4614,2848.4104,2844.4359,3283631300.336,0.2637,0.1269
2848.4104,2856.3594,2852.3849,2539802366.3624,0.204,0.0981
2856.3594,2864.3083,2860.3338,4376652763.4498,0.3515,0.1691
